,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
6929,0357-nvcri,female,no,no,yes,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),20.05,471.7,0
5284,3317-hrtnn,female,yes,no,no,5,no,no_phone_service,dsl,no,no,no,no,yes,yes,month-to-month,no,electronic_check,45.7,198.0,1
2059,7483-iqwib,male,no,yes,yes,37,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,92.95,3415.25,0
4449,2001-ewbqu,female,no,no,no,60,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,no,electronic_check,104.7,6333.8,0
5370,0112-qawrz,male,no,yes,yes,16,yes,yes,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,bank_transfer_(automatic),90.8,1442.2,0
2248,9554-dfkic,male,no,yes,yes,30,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),54.45,1588.7,0
1383,3334-cthol,female,no,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),49.95,49.95,1
5495,2696-nartr,male,no,no,no,11,yes,no,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,electronic_check,73.85,926.25,1
5791,7233-drtrf,male,no,yes,no,63,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,102.4,6444.05,0
6742,1960-uotym,male,no,yes,yes,52,yes,no,dsl,yes,yes,yes,no,yes,yes,two_year,no,electronic_check,79.2,4016.3,0
3476,3756-vnwdh,male,yes,yes,no,65,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,yes,electronic_check,100.75,6674.65,0
6156,0118-jpnoy,female,yes,no,no,26,yes,no,fiber_optic,yes,no,no,no,yes,no,month-to-month,yes,credit_card_(automatic),85.8,2193.65,0
3106,2817-lvcpp,female,no,no,no,50,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.4,1023.95,0
2110,3744-zbhon,female,no,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,20.2,65.95,0
240,7301-abvad,female,no,no,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),86.6,6350.5,0
1517,2924-khuvi,male,no,yes,no,56,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,yes,electronic_check,100.55,5514.95,0
5563,4397-frlta,female,no,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.15,84.5,0
676,2324-aalno,female,no,no,no,48,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),24.55,1203.95,0
3702,4818-qiufn,female,yes,no,no,20,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,79.15,1520.9,1
5733,4817-keqsp,female,no,yes,yes,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.85,1326.35,0
6556,0661-kqhnk,female,no,yes,yes,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.0,105.5,0
6477,3518-fstwg,male,yes,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),109.55,7920.7,0
1382,4538-wntmj,female,no,yes,yes,46,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,24.95,1165.9,0
1205,6358-lyngm,male,no,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.9,74.9,1
2454,5406-kgrmx,female,no,no,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,electronic_check,24.55,1719.15,0
5283,0997-ytlny,female,no,no,yes,19,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed_check,48.8,953.65,0
1027,6732-fzugp,female,no,no,no,47,yes,yes,fiber_optic,yes,no,yes,no,yes,no,one_year,no,credit_card_(automatic),94.9,4615.25,0
1816,1663-mhlhe,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.2,19.2,0
5915,9500-wbgrp,male,no,no,no,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.1,1268.85,0
6144,2322-vczhz,male,yes,yes,no,23,yes,no,fiber_optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,90.0,2024.1,0
3430,9391-lmann,male,no,no,yes,53,yes,no,fiber_optic,yes,yes,yes,no,no,yes,one_year,no,electronic_check,95.95,5036.9,0
4795,6532-ylwsi,female,no,yes,no,53,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.8,1021.8,1
2830,1699-uotxu,male,no,no,no,60,yes,no,dsl,yes,yes,yes,no,no,no,two_year,no,electronic_check,61.4,3638.25,0
6280,0489-wmemg,female,no,no,yes,23,yes,no,dsl,no,no,no,yes,no,no,one_year,yes,electronic_check,49.45,1119.35,0
3055,0617-fhsgk,male,no,no,yes,49,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,no,credit_card_(automatic),75.2,3678.3,1
628,2469-dtsgx,female,yes,no,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,no,electronic_check,111.65,7943.45,0
2373,5498-ibwpi,female,no,yes,yes,66,yes,no,dsl,no,no,no,yes,no,no,one_year,yes,credit_card_(automatic),49.4,3251.85,0
5913,6156-uzdlf,female,no,no,no,26,yes,no,fiber_optic,yes,no,yes,yes,no,no,one_year,yes,credit_card_(automatic),87.15,2274.1,0
3070,7351-mhqvu,female,no,no,no,6,no,no_phone_service,dsl,yes,yes,no,yes,no,yes,month-to-month,no,credit_card_(automatic),50.95,307.6,0
2367,0235-kgslc,female,no,no,no,1,yes,no,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),85.55,85.55,1
5577,4163-hftuk,male,no,no,no,51,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,19.1,1007.8,0
1292,8390-fesfv,female,no,no,no,62,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),84.5,5193.2,0
5973,2324-efhvg,male,no,no,no,64,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),104.4,6692.65,0
4948,3446-qdszf,female,no,no,no,4,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,credit_card_(automatic),55.5,227.35,0
2814,7599-ntmdp,female,no,yes,yes,62,no,no_phone_service,dsl,yes,yes,no,yes,yes,no,two_year,no,bank_transfer_(automatic),48.7,3008.55,0
3150,6029-csmje,male,no,no,no,17,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,25.65,440.2,0
2826,3638-dimph,female,no,yes,no,13,yes,no,dsl,no,no,no,no,no,no,one_year,no,electronic_check,43.8,592.65,0
3852,7291-cdtmj,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,bank_transfer_(automatic),19.65,19.65,0
2614,3351-nqldi,female,no,yes,yes,67,yes,yes,fiber_optic,yes,no,no,yes,no,yes,one_year,yes,credit_card_(automatic),94.35,6341.45,1
4048,6762-qvyjo,female,no,yes,yes,58,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,no,mailed_check,59.75,3624.35,0
4982,7124-ugsur,female,yes,yes,no,61,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,credit_card_(automatic),104.4,6405.0,1
6440,2809-zmyoq,female,no,no,no,32,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,101.35,3334.9,0
3617,3346-brmis,female,yes,yes,no,18,no,no_phone_service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,48.35,810.7,1
6877,4501-eqdrn,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),69.7,69.7,1
1654,2967-mxrav,male,no,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,18.8,18.8,0
140,3146-msegf,female,yes,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),88.05,6425.65,0
1589,7351-kyhqh,female,yes,no,no,7,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,64.95,493.65,0
2496,2333-kweww,male,no,no,no,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.05,388.6,0
4037,0603-tpmib,female,no,yes,yes,59,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.45,1534.05,0
6955,5392-akemh,female,no,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,45.05,523.1,0
4916,3420-yjlqt,female,no,no,no,2,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,no,electronic_check,79.55,151.75,0
6206,2279-axjjk,male,no,yes,no,52,yes,yes,fiber_optic,no,yes,no,yes,no,yes,month-to-month,yes,credit_card_(automatic),95.65,5088.4,0
1069,8883-grdwq,male,yes,no,no,20,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,54.0,1055.9,0
1136,6621-nrzak,female,no,yes,yes,63,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.0,1209.25,0
4325,2700-lueva,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),20.75,20.75,0
999,3234-vkacu,male,no,no,no,2,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,no,electronic_check,70.3,132.4,0
2715,0484-jpbru,male,no,no,no,41,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,bank_transfer_(automatic),25.25,996.45,0
3200,0895-dqhew,male,no,yes,no,54,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.3,5278.15,1
6471,0859-ygkfw,male,no,yes,yes,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.05,345.9,0
24,6322-hrpfa,male,no,yes,yes,49,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,credit_card_(automatic),59.6,2970.3,0
2149,2014-mkgmh,female,no,no,no,46,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,101.1,4674.4,0
4724,5073-rzgbk,female,no,yes,yes,50,yes,yes,dsl,yes,yes,yes,yes,no,yes,one_year,yes,bank_transfer_(automatic),80.05,4042.2,0
261,3606-twkgi,male,yes,no,no,13,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,106.9,1364.3,1
3910,8938-umkpi,female,no,no,no,47,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,106.4,5127.95,1
3040,7317-ggvpb,male,no,yes,no,71,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),108.6,7690.9,1
3297,9194-gfvoi,female,no,yes,no,42,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),84.35,3571.6,0
5976,6907-cqgpn,male,no,no,no,29,no,no_phone_service,dsl,no,yes,no,yes,no,no,month-to-month,no,electronic_check,34.3,1004.75,0
2422,9603-oaihc,male,yes,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.05,70.05,0
3490,7743-exurx,male,no,yes,yes,8,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic_check,51.05,415.05,1
3609,4488-kqfdt,female,no,no,no,61,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,103.95,6423.0,0
1695,4906-zhgpk,male,no,yes,yes,54,yes,yes,dsl,no,yes,no,yes,yes,no,one_year,yes,electronic_check,70.7,3770.0,0
8,7892-pookp,female,no,yes,no,28,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic_check,104.8,3046.05,1
1066,9646-nmhxe,male,no,yes,no,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.65,973.1,0
1902,1951-ieyxm,male,no,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),90.6,6441.85,0
4985,4827-dpadn,female,no,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),83.3,6042.7,0
1713,1702-ccfnj,male,no,yes,no,52,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,no,bank_transfer_(automatic),61.35,3169.55,0
3061,8118-lsuel,male,yes,no,no,23,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,106.4,2483.5,1
400,2277-axsdc,female,no,no,no,32,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.75,624.15,0
6040,0519-xuzju,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,mailed_check,70.75,70.75,1
6331,1929-zcbhe,male,no,yes,yes,47,no,no_phone_service,dsl,yes,no,yes,yes,no,no,one_year,no,electronic_check,40.3,1794.8,0
1994,8022-becsi,male,no,no,no,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.6,422.5,0
1539,5071-fbjfs,female,no,yes,yes,4,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic_check,50.3,217.1,0
6484,2911-ijorq,male,no,no,no,37,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),90.6,3358.65,0
4134,3005-tyfrd,female,no,yes,no,55,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),103.65,5676.65,0
864,4124-mmetb,male,no,no,no,22,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),94.65,2104.55,1
6778,5893-kclgt,female,no,no,yes,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.75,1567.0,0
2433,8314-dpqhl,male,no,no,no,9,no,no_phone_service,dsl,yes,no,yes,yes,no,yes,one_year,no,mailed_check,50.8,463.6,0
6159,5857-xrecv,female,no,no,yes,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.5,38.25,0
4303,3284-svcro,female,no,yes,no,45,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.5,1121.05,0
3328,1640-plfmp,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.25,70.25,0
3101,1867-tjhts,female,no,no,no,58,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),79.8,4526.85,0
3362,3658-kibgf,female,no,no,no,1,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,electronic_check,54.9,54.9,1
2568,2266-fubdz,male,no,yes,yes,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.35,278.85,0
5253,2851-sterv,male,yes,no,no,35,yes,no,dsl,no,no,yes,yes,yes,yes,one_year,yes,electronic_check,73.0,2471.25,0
890,5898-igslp,male,no,yes,yes,31,yes,yes,fiber_optic,yes,no,yes,yes,no,no,month-to-month,no,electronic_check,89.3,2823.0,0
4765,8727-xdpud,male,no,no,no,37,no,no_phone_service,dsl,no,no,no,no,yes,no,two_year,no,credit_card_(automatic),35.8,1316.9,0
4947,4735-asgma,male,no,no,no,26,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,98.35,2515.3,1
5648,4291-hyebc,female,yes,yes,yes,28,no,no_phone_service,dsl,no,yes,no,no,no,yes,one_year,yes,electronic_check,39.1,1096.6,0
698,9978-hycin,male,yes,yes,yes,47,yes,no,fiber_optic,no,yes,no,no,yes,no,one_year,yes,bank_transfer_(automatic),84.95,4018.05,0
4139,7278-ckdnc,male,yes,no,no,24,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,80.5,2088.45,0
293,4847-tajyi,female,yes,no,no,6,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,89.35,567.8,0
4519,0103-csitq,female,no,yes,no,57,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),109.4,6252.7,0
4055,4676-wluht,male,no,no,no,54,no,no_phone_service,dsl,yes,yes,no,no,no,yes,two_year,no,bank_transfer_(automatic),46.2,2431.95,0
4990,4647-xxzam,female,no,yes,yes,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,45.5,285.2,0
2724,4636-tvxvg,male,no,yes,yes,62,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.95,1244.8,0
2297,3870-mqamg,female,no,yes,no,54,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,no,electronic_check,110.35,5893.15,1
5079,2507-qzpqs,male,no,no,no,15,yes,yes,fiber_optic,no,yes,no,yes,no,yes,month-to-month,no,electronic_check,95.7,1451.1,0
3788,1725-iqniy,male,no,yes,no,54,yes,no,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),109.75,6110.2,1
4041,5862-brixz,male,no,no,no,46,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),60.75,2893.4,0
1112,2176-lvpnx,female,yes,no,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,mailed_check,89.85,6293.45,0
631,9931-kghoa,female,no,yes,no,46,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),55.0,2473.95,0
212,7157-smcfk,male,no,no,yes,61,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.75,1124.2,0
4054,9522-bnthx,female,yes,no,no,34,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,56.25,1765.95,0
6450,4609-knnwg,female,no,yes,yes,27,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.9,550.1,0
1609,3584-wkttw,male,no,yes,no,51,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,electronic_check,111.55,5720.35,0
6899,3926-cuqzx,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),45.1,45.1,1
7042,3186-ajiek,male,no,no,no,66,yes,no,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),105.65,6844.5,0
2376,9314-qdmdw,male,no,no,no,11,yes,no,dsl,no,yes,no,no,yes,no,one_year,yes,electronic_check,61.25,729.95,0
198,7255-ssfbc,male,no,yes,yes,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),112.25,8041.65,0
6371,1535-vtjoq,female,no,no,no,24,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.15,553.0,0
3781,8873-tmkgr,male,no,no,no,29,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.1,529.5,0
6935,4616-ulaoa,female,no,yes,yes,65,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),110.8,7245.9,0
6244,5331-rgmtt,male,yes,yes,no,54,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.05,5295.7,0
4619,4290-bsxux,male,no,yes,no,3,yes,yes,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,bank_transfer_(automatic),79.65,251.75,1
7040,4801-jzazl,female,no,yes,yes,11,no,no_phone_service,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,29.6,346.45,0
6053,0057-qbuqh,female,no,no,yes,43,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,electronic_check,25.1,1070.15,0
3944,4537-cibhb,female,no,yes,yes,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.25,172.35,0
1934,4587-nukox,female,no,no,no,3,yes,no,fiber_optic,yes,yes,no,no,no,no,month-to-month,yes,electronic_check,79.1,246.5,1
3535,3612-yungg,male,no,yes,yes,64,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),109.2,6741.15,0
